"","plot","date","year","genus","species","nInd","nFlower","tag_list","field.est.abundance","url","sp.code"
"901","MTS7",2023-03-24,"2023","Eriodictyon","crassifolium",NA,NA,"","","https://www.inaturalist.org/observations/152201089","Eriodictyon.crassifolium"
"902","MTS7",2023-03-24,"2023","Eriophyllum","confertiflorum",NA,NA,"","","https://www.inaturalist.org/observations/152201161","Eriophyllum.confertiflorum"
"903","MTS7",2023-03-24,"2023","Lonicera","subspicata",NA,NA,"","","https://www.inaturalist.org/observations/152201285","Lonicera.subspicata"
"904","MTS7",2023-03-24,"2023","Eriodictyon","crassifolium",NA,NA,"","","https://www.inaturalist.org/observations/152201296","Eriodictyon.crassifolium"
"905","MTS7",2023-03-24,"2023","Eriodictyon","crassifolium",NA,NA,"","","https://www.inaturalist.org/observations/152201330","Eriodictyon.crassifolium"
"906","MTS7",2023-03-24,"2023","Diplacus","puniceus",NA,NA,"","","https://www.inaturalist.org/observations/152201342","Diplacus.puniceus"
"907","MTS7",2023-03-24,"2023","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/152201382","Salvia.mellifera"
"908","MTS7",2023-03-24,"2023","Calystegia","macrostegia",NA,NA,"","","https://www.inaturalist.org/observations/152201404","Calystegia.macrostegia"
"909","MTS7",2023-03-24,"2023","Acmispon","glaber",NA,NA,"","","https://www.inaturalist.org/observations/152201429","Acmispon.glaber"
"910","MTS7",2023-03-24,"2023","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/152201452","Bahiopsis.laciniata"
"911","MTS7",2023-03-24,"2023","Camissoniopsis",NA,NA,NA,"","","https://www.inaturalist.org/observations/152201499","Camissoniopsis"
"912","MTS7",2023-03-24,"2023","Solanum","parishii",NA,NA,"","","https://www.inaturalist.org/observations/152201537","Solanum.parishii"
"913","MTS7",2023-03-24,"2023","Marah","macrocarpa",NA,NA,"","","https://www.inaturalist.org/observations/152201584","Marah.macrocarpa"
"914","MTS7",2023-03-24,"2023","Eriodictyon","crassifolium",NA,NA,"","","https://www.inaturalist.org/observations/152201612","Eriodictyon.crassifolium"
"915","MTS7",2023-03-24,"2023","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/152201666","Hirschfeldia.incana"
"916","MTS6",2023-03-24,"2023","Encelia","californica",NA,NA,"","","https://www.inaturalist.org/observations/152201742","Encelia.californica"
"917","SWI4",2023-03-25,"2023","Dipterostemon","capitatus",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152297173","Dipterostemon.capitatus"
"918","SWI4",2023-03-25,"2023","Erodium","brachycarpum",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152297356","Erodium.brachycarpum"
"919","SWI4",2023-03-25,"2023","Phacelia","cicutaria",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152297875","Phacelia.cicutaria"
"920","SWI4",2023-03-25,"2023","Cryptantha",NA,NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152298105","Cryptantha"
"921","SWI4",2023-03-25,"2023","Hirschfeldia","incana",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152298592","Hirschfeldia.incana"
"922","SWI4",2023-03-25,"2023","Erodium","cicutarium",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152298787","Erodium.cicutarium"
"923","SWI4",2023-03-25,"2023","Camissoniopsis",NA,NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152299227","Camissoniopsis"
"924","SWI4",2023-03-25,"2023","Camissoniopsis","lewisii",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152299332","Camissoniopsis.lewisii"
"925","SWI4",2023-03-25,"2023","Amsinckia","menziesii",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152301374","Amsinckia.menziesii"
"926","SWI4",2023-03-25,"2023","Amsinckia","menziesii",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152301918","Amsinckia.menziesii"
"927","SWI4",2023-03-25,"2023","",NA,NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152303217",""
"928","SWI4",2023-03-25,"2023","Gilia","angelensis",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152303673","Gilia.angelensis"
"929",NA,2023-03-25,"2023","Ferocactus","viridescens",NA,NA,"","","https://www.inaturalist.org/observations/152324498","Ferocactus.viridescens"
"930",NA,2023-03-25,"2023","Ferocactus","viridescens",NA,NA,"","","https://www.inaturalist.org/observations/152324539","Ferocactus.viridescens"
"931","SWS1A",2023-03-25,"2023","Mirabilis","laevis",NA,NA,"","","https://www.inaturalist.org/observations/152324583","Mirabilis.laevis"
"932","SWS1A",2023-03-25,"2023","Adenostoma","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/152324606","Adenostoma.fasciculatum"
"933","SWS1A",2023-03-25,"2023","Apiastrum","angustifolium",NA,NA,"","","https://www.inaturalist.org/observations/152324627","Apiastrum.angustifolium"
"934","SWS1A",2023-03-25,"2023","Nuttallanthus","texanus",NA,NA,"","","https://www.inaturalist.org/observations/152324667","Nuttallanthus.texanus"
"935","SWS1A",2023-03-25,"2023","Pseudognaphalium","californicum",NA,NA,"","","https://www.inaturalist.org/observations/152324686","Pseudognaphalium.californicum"
"936","SWS1A",2023-03-25,"2023","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/152324774","Bahiopsis.laciniata"
"937",NA,2023-03-25,"2023","Dudleya","pulverulenta",NA,NA,"","","https://www.inaturalist.org/observations/152324827","Dudleya.pulverulenta"
"938",NA,2023-03-25,"2023","Ferocactus","viridescens",NA,NA,"","","https://www.inaturalist.org/observations/152324844","Ferocactus.viridescens"
"939","SWS1A",2023-03-25,"2023","Calystegia","macrostegia",NA,NA,"","","https://www.inaturalist.org/observations/152324877","Calystegia.macrostegia"
"940","SWS1A",2023-03-25,"2023","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/152324927","Eriogonum.fasciculatum"
"941","SWS1A",2023-03-25,"2023","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/152324942","Bahiopsis.laciniata"
"942","SWS1A",2023-03-25,"2023","Dipterostemon","capitatus",NA,NA,"","","https://www.inaturalist.org/observations/152324958","Dipterostemon.capitatus"
"943","SWS1A",2023-03-25,"2023","Phacelia","cicutaria",NA,NA,"","","https://www.inaturalist.org/observations/152324967","Phacelia.cicutaria"
"944","SWS1A",2023-03-25,"2023","Phacelia","cicutaria",NA,NA,"","","https://www.inaturalist.org/observations/152325025","Phacelia.cicutaria"
"945","SWS1A",2023-03-25,"2023","Cryptantha",NA,NA,NA,"","","https://www.inaturalist.org/observations/152325070","Cryptantha"
"946","SWS1A",2023-03-25,"2023","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/152325146","Eriogonum.fasciculatum"
"947","SWS1A",2023-03-25,"2023","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/152325162","Hirschfeldia.incana"
"948","SWS1A",2023-03-25,"2023","Opuntia",NA,NA,NA,"","","https://www.inaturalist.org/observations/152325182","Opuntia"
"949","SWS1A",2023-03-25,"2023","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/152325267","Bahiopsis.laciniata"
"950","SWS1A",2023-03-25,"2023","Linanthus","dianthiflorus",NA,NA,"","","https://www.inaturalist.org/observations/152325292","Linanthus.dianthiflorus"
"951","SWS1A",2023-03-25,"2023","Opuntia",NA,NA,NA,"","","https://www.inaturalist.org/observations/152325306","Opuntia"
"952","SWS1A",2023-03-25,"2023","Adenostoma","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/152325394","Adenostoma.fasciculatum"
"953","SWEA",2023-03-25,"2023","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/152325580","Eriogonum.fasciculatum"
"954","SWEA",2023-03-25,"2023","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/152325719","Eriogonum.fasciculatum"
"955","SWEA",2023-03-25,"2023","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/152325731","Hirschfeldia.incana"
"956","SWEA",2023-03-25,"2023","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/152325740","Bahiopsis.laciniata"
"957","SWEA",2023-03-25,"2023","Plagiobothrys",NA,NA,NA,"","","https://www.inaturalist.org/observations/152325780","Plagiobothrys"
"958","SWEA",2023-03-25,"2023","Erodium","cicutarium",NA,NA,"","","https://www.inaturalist.org/observations/152325846","Erodium.cicutarium"
"959","SWEA",2023-03-25,"2023","Acmispon","strigosus",NA,NA,"","","https://www.inaturalist.org/observations/152325854","Acmispon.strigosus"
"960","SWEA",2023-03-25,"2023","Dipterostemon","capitatus",NA,NA,"","","https://www.inaturalist.org/observations/152325880","Dipterostemon.capitatus"
"961","SWEA",2023-03-25,"2023","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/152325889","Hirschfeldia.incana"
"962","SWEA",2023-03-25,"2023","Phacelia","cicutaria",NA,NA,"","","https://www.inaturalist.org/observations/152325994","Phacelia.cicutaria"
"963","SWEA",2023-03-25,"2023","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/152326027","Bahiopsis.laciniata"
"964","SWI4",2023-03-25,"2023","Hypochaeris",NA,NA,NA,"","","https://www.inaturalist.org/observations/152326050","Hypochaeris"
"965","SWI4",2023-03-25,"2023","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/152326063","Bahiopsis.laciniata"
"966","SWI4",2023-03-25,"2023","Hypochaeris","glabra",NA,NA,"","","https://www.inaturalist.org/observations/152326221","Hypochaeris.glabra"
"967","SWI4",2023-03-25,"2023","Nuttallanthus","texanus",NA,NA,"","","https://www.inaturalist.org/observations/152326244","Nuttallanthus.texanus"
"968","SWI4",2023-03-25,"2023","Erodium","moschatum",NA,NA,"","","https://www.inaturalist.org/observations/152326307","Erodium.moschatum"
"969","SWI4",2023-03-25,"2023","Marah","macrocarpa",NA,NA,"","","https://www.inaturalist.org/observations/152326325","Marah.macrocarpa"
"970","SWI4",2023-03-25,"2023","",NA,NA,NA,"","","https://www.inaturalist.org/observations/152326364",""
"971","SWI4",2023-03-25,"2023","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/152326386","Hirschfeldia.incana"
"972","SWI4",2023-03-25,"2023","Gilia","angelensis",NA,NA,"","","https://www.inaturalist.org/observations/152326443","Gilia.angelensis"
"973","SWI4",2023-03-25,"2023","Amsinckia",NA,NA,NA,"","","https://www.inaturalist.org/observations/152326484","Amsinckia"
"974","SWI4",2023-03-25,"2023","Camissoniopsis",NA,NA,NA,"","","https://www.inaturalist.org/observations/152326526","Camissoniopsis"
"975","SWI4",2023-03-25,"2023","Silene","gallica",NA,NA,"","","https://www.inaturalist.org/observations/152326557","Silene.gallica"
"976","SWI4",2023-03-25,"2023","Dipterostemon","capitatus",NA,NA,"","","https://www.inaturalist.org/observations/152326597","Dipterostemon.capitatus"
"977","SWI4",2023-03-25,"2023","Camissoniopsis","bistorta",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152327894","Camissoniopsis.bistorta"
"978","SWI4",2023-03-25,"2023","Eriogonum","fasciculatum",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152328032","Eriogonum.fasciculatum"
"979","SWI4",2023-03-25,"2023","Silene","gallica",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152328571","Silene.gallica"
"980","SWI4",2023-03-25,"2023","Hypochaeris","glabra",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152328731","Hypochaeris.glabra"
"981","SWI4",2023-03-25,"2023","Hedypnois","rhagadioloides",NA,NA,"Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, San Diego National Wildlife Refuge Complex, Z50","","https://www.inaturalist.org/observations/152329188","Hedypnois.rhagadioloides"
"982","ECR4",2023-03-26,"2023","Dipterostemon","capitatus",NA,NA,"Elliott Chaparral Reserve, Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, Z50","","https://www.inaturalist.org/observations/152450164","Dipterostemon.capitatus"
"983","ECR4",2023-03-26,"2023","Cneoridium","dumosum",NA,NA,"Elliott Chaparral Reserve, Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, Z50","","https://www.inaturalist.org/observations/152450279","Cneoridium.dumosum"
"984","ECR4",2023-03-26,"2023","Mirabilis","laevis",NA,NA,"Elliott Chaparral Reserve, Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, Z50","","https://www.inaturalist.org/observations/152450614","Mirabilis.laevis"
"985","ECR4",2023-03-26,"2023","Cryptantha",NA,NA,NA,"Elliott Chaparral Reserve, Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, Z50","","https://www.inaturalist.org/observations/152450732","Cryptantha"
"986","ECR4",2023-03-26,"2023","Salvia","columbariae",NA,NA,"Elliott Chaparral Reserve, Nikon 200mm f/4 ED-IF AF Micro-NIKKOR, Z50","","https://www.inaturalist.org/observations/152451634","Salvia.columbariae"
"987","ECR5",2023-03-26,"2023","Lysimachia","arvensis",NA,NA,"","","https://www.inaturalist.org/observations/152452251","Lysimachia.arvensis"
"988","ECR5",2023-03-26,"2023","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/152452267","Salvia.mellifera"
"989","ECR5",2023-03-26,"2023","",NA,NA,NA,"","","https://www.inaturalist.org/observations/152452288",""
"990","ECR5",2023-03-26,"2023","Dipterostemon","capitatus",NA,NA,"","","https://www.inaturalist.org/observations/152452343","Dipterostemon.capitatus"
"991","ECR5",2023-03-26,"2023","Scutellaria","tuberosa",NA,NA,"","","https://www.inaturalist.org/observations/152452354","Scutellaria.tuberosa"
"992","ECR5",2023-03-26,"2023","",NA,NA,NA,"","","https://www.inaturalist.org/observations/152452384",""
"993","ECR5",2023-03-26,"2023","Nuttallanthus","texanus",NA,NA,"","","https://www.inaturalist.org/observations/152452553","Nuttallanthus.texanus"
"994","ECR5",2023-03-26,"2023","Allium","praecox",NA,NA,"","","https://www.inaturalist.org/observations/152452592","Allium.praecox"
"995","ECR5",2023-03-26,"2023","Camissoniopsis",NA,NA,NA,"","","https://www.inaturalist.org/observations/152452866","Camissoniopsis"
"996","ECR5",2023-03-26,"2023","Dipterostemon","capitatus",NA,NA,"","","https://www.inaturalist.org/observations/152452985","Dipterostemon.capitatus"
"997","ECR5",2023-03-26,"2023","Acmispon","glaber",NA,NA,"","","https://www.inaturalist.org/observations/152453011","Acmispon.glaber"
"998","ECR5",2023-03-26,"2023","Eriodictyon","crassifolium",NA,NA,"","","https://www.inaturalist.org/observations/152453015","Eriodictyon.crassifolium"
"999","ECR5",2023-03-26,"2023","Castilleja","densiflora",NA,NA,"","","https://www.inaturalist.org/observations/152453046","Castilleja.densiflora"
"1000","ECR4",2023-03-26,"2023","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/152453103","Salvia.mellifera"
"1001","ECR4",2023-03-26,"2023","Cryptantha",NA,NA,NA,"","","https://www.inaturalist.org/observations/152453345","Cryptantha"
"1002","ECR4",2023-03-26,"2023","Castilleja","densiflora",NA,NA,"","","https://www.inaturalist.org/observations/152453387","Castilleja.densiflora"
"1003","ECR4",2023-03-26,"2023","Calystegia","macrostegia",NA,NA,"","","https://www.inaturalist.org/observations/152453428","Calystegia.macrostegia"
"1004","ECR4",2023-03-26,"2023","Caulanthus","heterophyllus",NA,NA,"","","https://www.inaturalist.org/observations/152453608","Caulanthus.heterophyllus"
"1005","ECR4",2023-03-26,"2023","Acmispon","glaber",NA,NA,"","","https://www.inaturalist.org/observations/152453727","Acmispon.glaber"
"1006","ECR4",2023-03-26,"2023","Eriophyllum","confertiflorum",NA,NA,"","","https://www.inaturalist.org/observations/152453792","Eriophyllum.confertiflorum"
"1007","ECR4",2023-03-26,"2023","Solanum","parishii",NA,NA,"","","https://www.inaturalist.org/observations/152453833","Solanum.parishii"
"1008","ECR4",2023-03-26,"2023","Diplacus","puniceus",NA,NA,"","","https://www.inaturalist.org/observations/152453919","Diplacus.puniceus"
"1009","ECR4",2023-03-26,"2023","Cistus","ladanifer",NA,NA,"","","https://www.inaturalist.org/observations/152453966","Cistus.ladanifer"
"1010","ECR4",2023-03-26,"2023","Dipterostemon","capitatus",NA,NA,"","","https://www.inaturalist.org/observations/152454248","Dipterostemon.capitatus"
"1011","ECR4",2023-03-26,"2023","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/152454277","Eriogonum.fasciculatum"
"1012","ECR4",2023-03-26,"2023","Hedypnois","rhagadioloides",NA,NA,"","","https://www.inaturalist.org/observations/152454305","Hedypnois.rhagadioloides"
